,S,M,C,S^2,S M,S C,M^2,M C,C^2,S^3,S^2 M,S^2 C,S M^2,S M C,S C^2,M^3,M^2 C,M C^2,C^3,min(group_1),max(group_1),mean(group_1),std(group_1),median(group_1),mode(group_1)
1218,16.96241,0.3728769,13.040766,16.872744,1.0735366,20.558964,0.23986273,1.7325405,20.307465,23.146624,3.0433228,28.901255,0.76024663,4.3822927,30.129639,0.14470221,1.1599759,6.0067687,30.375057,0.38076088,12.737108,8.673486,4.211453,16.463789,0.38076088
1219,10.444251,0.6519942,11.670093,10.093331,1.4309943,15.320074,0.7826096,2.4775863,18.04899,13.644566,3.5933065,19.852451,1.5397979,5.5268517,23.899107,0.91771257,2.2904828,8.027482,26.947386,0.6788628,11.410393,7.8219967,3.3310413,10.185184,0.6788628
1220,10.80711,0.532415,12.892563,10.473791,1.2348262,16.62573,0.53221816,2.2039015,20.063633,14.180854,3.107932,21.326975,1.1756884,4.9441023,26.234926,0.52992475,1.8585188,7.3961787,30.005072,0.54946744,12.593734,8.064973,3.9929929,10.535622,0.54946744
1221,12.145654,0.47326398,13.68855,11.874551,1.1649365,18.251396,0.41362983,2.0730293,21.372202,16.15203,3.0223482,23.750385,1.0132241,4.7838593,28.520624,0.35504645,1.6367733,7.1249127,31.99048,0.48643503,13.363577,8.500141,4.3400717,11.827294,0.48643503
1222,17.535677,0.45163116,11.743451,17.462854,1.2355717,19.478542,0.372744,1.9005467,18.170055,23.968815,3.4900715,28.09179,1.0415845,4.7967243,27.887774,0.29958543,1.4616501,6.285579,27.13117,0.46352935,11.481441,8.285664,3.6813421,17.014568,0.46352935
1223,16.96241,0.3728769,13.040766,16.872744,1.0735366,20.558964,0.23986273,1.7325405,20.307465,23.146624,3.0433228,28.901255,0.76024663,4.3822927,30.129639,0.14470221,1.1599759,6.0067687,30.375057,0.38076088,12.737108,8.673486,4.211453,16.463789,0.38076088
1224,11.68083,0.48123944,13.390834,11.388638,1.1675023,17.670025,0.4290909,2.0810175,20.883066,15.468826,2.9990563,22.893604,1.0289223,4.758346,27.693024,0.37678325,1.6600108,7.1012416,31.248396,0.49489915,13.075698,8.307035,4.231895,11.378928,0.49489915
1225,9.9568615,0.50079477,12.122294,9.581867,1.1535152,15.363422,0.46777323,2.0673554,18.794924,12.923,2.8438373,19.569475,1.0484269,4.5524592,24.326382,0.43274558,1.6921676,6.8440537,28.07967,0.5156977,11.848271,7.4886293,3.7885716,9.714274,0.5156977
1226,14.661097,0.37723795,13.625555,14.493521,1.0394908,19.821064,0.24647728,1.7760749,21.268734,19.824238,2.85045,26.84248,0.7385614,4.328887,29.981659,0.1513483,1.2017561,6.221423,31.833511,0.38531974,13.302669,8.6440525,4.4129853,14.250659,0.38531974
1227,15.210493,0.36888212,13.428338,15.063008,1.0336022,19.960274,0.23388614,1.739681,20.944704,20.620605,2.8626235,27.305569,0.7193899,4.286505,29.933706,0.13880254,1.1559639,6.085383,31.341913,0.3765873,13.111966,8.612882,4.351788,14.779323,0.3765873
1228,17.316847,0.69221824,13.434698,17.237715,1.6488501,21.156723,0.86373204,2.702058,20.955156,23.655216,4.676575,29.704872,1.7802597,6.718966,31.055077,1.0349504,2.5139787,9.124342,31.35777,0.72304946,13.118117,9.864699,3.720152,16.804346,0.72304946
1229,9.566039,0.5248455,11.866403,9.17143,1.1836742,14.865079,0.516614,2.121928,18.372915,12.34345,2.8870616,18.83797,1.1159066,4.6264844,23.612312,0.50603324,1.7832483,6.9620147,27.439112,0.5413674,11.600507,7.366163,3.6691182,9.336491,0.5413674
1230,11.665698,0.44254553,13.010968,11.3728075,1.0963112,17.32831,0.3560723,1.9452069,20.258446,15.446558,2.822538,22.559286,0.89893883,4.45893,27.030527,0.2778993,1.4746933,6.6285644,30.300678,0.45393163,12.7082815,8.040945,4.1528597,11.364329,0.45393163
1231,18.063246,0.62532425,12.0308,18.005018,1.549404,20.052681,0.7272779,2.4225783,18.644064,24.723593,4.4046826,28.96398,1.6032203,6.068324,28.68944,0.83398795,2.2009034,7.9241705,27.850689,0.64975774,11.759689,8.989436,3.433594,17.521267,0.64975774
1232,16.978424,0.36463106,13.783803,16.889244,1.057148,21.326511,0.2276136,1.7437762,21.528627,23.16962,3.0024292,29.688227,0.73205376,4.4083896,31.54164,0.13271956,1.1490941,6.149313,32.227783,0.37214863,13.455668,9.014992,4.469155,16.47918,0.37214863
1233,18.163961,0.48104054,11.82212,18.108421,1.3001384,19.872381,0.4287029,1.9917823,18.299858,24.867481,3.692535,28.826565,1.1511626,5.0452213,28.320482,0.37623295,1.5938025,6.5663257,27.328215,0.4946879,11.557625,8.470497,3.6625144,17.617981,0.4946879
1234,12.163437,0.5177076,13.929823,11.893129,1.2451795,18.47417,0.5019933,2.217003,21.768345,16.178143,3.226759,23.973377,1.1612188,5.109137,28.94674,0.48383623,1.8369933,7.6131973,32.591442,0.5337385,13.596826,8.727223,4.356222,11.844444,0.5337385
1235,14.675785,0.39641505,14.335584,14.5087595,1.0774852,20.499712,0.27665693,1.871298,22.434038,19.845556,2.9458048,27.516264,0.8040778,4.540518,31.267517,0.18318726,1.3157157,6.6094246,33.60124,0.40540013,13.988994,9.018269,4.633964,14.264796,0.40540013
1236,17.316847,0.69221824,13.434698,17.237715,1.6488501,21.156723,0.86373204,2.702058,20.955156,23.655216,4.676575,29.704872,1.7802597,6.718966,31.055077,1.0349504,2.5139787,9.124342,31.35777,0.72304946,13.118117,9.864699,3.720152,16.804346,0.72304946
1237,17.511244,0.49523023,11.454772,17.437723,1.3149318,19.150137,0.45666182,2.0107641,17.693521,23.933815,3.7032647,27.735285,1.1885862,5.0485797,27.306204,0.4164571,1.6384968,6.556249,26.407724,0.5097729,11.201827,8.245154,3.5180004,16.991096,0.5097729
1238,9.551914,0.48400003,11.699051,9.156588,1.1106884,14.715317,0.43448704,1.9930248,18.096783,12.322485,2.7097223,18.688509,0.98109865,4.3480263,23.32193,0.38445958,1.6011343,6.548139,27.019941,0.49783128,11.438439,7.1881666,3.6719003,9.322833,0.49783128
1239,18.78184,0.5540025,11.956266,18.742102,1.4393178,20.318817,0.5771714,2.211706,18.521145,25.748816,4.11182,29.609491,1.3978701,5.6022234,28.854544,0.5996378,1.9090822,7.2512493,27.664114,0.5726246,11.687523,8.807542,3.5729644,18.211182,0.5726246
1240,10.420202,0.6177009,12.18669,10.068105,1.371543,15.749083,0.7113097,2.4099882,18.90108,13.608992,3.431882,20.242964,1.4355648,5.3679056,24.765272,0.80940133,2.1771967,7.9144926,28.240797,0.6414654,11.910613,7.934329,3.5912864,10.161953,0.6414654
1241,14.117103,0.37768972,13.258841,13.928724,1.0292712,19.14044,0.24716777,1.7589544,20.666094,19.033697,2.7977154,25.846333,0.7306091,4.2525263,29.002405,0.15204915,1.1902997,6.1166086,30.9192,0.38579217,12.948045,8.394662,4.2911296,13.726985,0.38579217
1242,14.09053,0.37084287,11.889154,13.9011135,1.015123,17.800766,0.23680978,1.6640319,18.410446,18.99503,2.7615538,24.501577,0.7071059,4.044206,26.482023,0.14167605,1.1054894,5.631951,27.49608,0.3786356,11.622538,7.736971,3.834374,13.7014,0.3786356
1243,15.764738,0.37021688,12.661652,15.63658,1.0467577,19.516478,0.23587435,1.7042606,19.68355,21.421953,2.921635,27.17838,0.7328099,4.244823,28.806282,0.140754,1.1333021,5.8673425,29.428308,0.37798157,12.370313,8.328832,4.0899167,15.312446,0.37798157
1244,11.800559,0.67790604,11.926489,11.513854,1.5123514,16.448334,0.83525765,2.5699162,18.472029,15.64494,3.9240704,21.800064,1.6473467,5.896199,25.225832,0.9946634,2.4017446,8.379138,27.589561,0.70728624,11.6586895,8.265715,3.3252432,11.494437,0.70728624
1245,12.670356,0.5700758,14.282088,12.422358,1.3494526,19.132765,0.61094546,2.3886335,22.34631,16.921534,3.5329397,24.93101,1.3415493,5.5535884,29.896309,0.652543,2.0669003,8.224575,33.46817,0.5899222,13.937297,9.124797,4.377917,12.3332,0.5899222
1246,12.236808,0.6493368,13.106469,11.969772,1.474766,17.79867,0.7771417,2.5565546,20.415535,16.285841,3.8483799,23.377274,1.5738139,5.909681,27.57373,0.9095564,2.3377945,8.568521,30.539034,0.675956,12.800664,8.778181,3.802518,11.915198,0.675956
1247,11.68083,0.48123944,13.390834,11.388638,1.1675023,17.670025,0.4290909,2.0810175,20.883066,15.468826,2.9990563,22.893604,1.0289223,4.758346,27.693024,0.37678325,1.6600108,7.1012416,31.248396,0.49489915,13.075698,8.307035,4.231895,11.378928,0.49489915
1248,17.36551,0.67129254,12.515269,17.287796,1.6148735,20.222355,0.8219456,2.5865836,19.442488,23.724981,4.5716662,28.774538,1.7237978,6.4280753,29.316803,0.97549385,2.3998842,8.55335,29.062483,0.70001763,12.228654,9.321599,3.47213,16.851097,0.70001763
1249,12.116705,0.40589967,12.730491,11.844306,1.0388188,17.382114,0.29222324,1.8188288,19.79688,16.109524,2.7105148,22.900629,0.7862242,4.22539,26.8396,0.2005478,1.298723,6.210477,29.600288,0.4153517,12.436923,7.906025,4.095287,11.7993765,0.4153517
1250,16.319479,0.41667745,11.580533,16.209703,1.148142,18.691175,0.31040636,1.786593,17.901157,22.221964,3.2050653,26.636995,0.90169996,4.4631515,27.013525,0.2215988,1.2990987,5.929656,26.722958,0.42667675,11.3236475,7.978016,3.6747541,15.8458395,0.42667675
1251,16.927141,0.41943154,11.830192,16.836405,1.1642678,19.267658,0.31513482,1.8095307,18.313177,23.095966,3.2748628,27.555061,0.9210001,4.552789,27.78163,0.22720546,1.3223126,6.037307,27.348429,0.42957357,11.565441,8.181303,3.7538865,16.429895,0.42957357
1252,16.945547,0.39135227,12.38142,16.85537,1.1100292,19.862642,0.26851884,1.7550477,19.221992,23.122404,3.1357243,28.179312,0.82394046,4.4316196,28.858782,0.17436142,1.2186704,5.9701138,28.727854,0.40009362,12.099109,8.391534,3.971042,16.447584,0.40009362
1253,18.228256,0.3800539,13.322515,18.174416,1.109013,21.52468,0.25079775,1.7696519,20.770771,24.959305,3.1882532,30.57696,0.8033988,4.5402055,31.28542,0.15575504,1.2035536,6.157504,31.078022,0.3882649,13.009627,8.986472,4.2957516,17.679718,0.3882649
1254,13.115684,0.44842216,14.169615,12.886689,1.1426088,19.335861,0.3668202,2.0230494,22.161827,17.573189,3.0247362,25.413303,0.95092845,4.7572594,29.997551,0.29181463,1.5452561,7.046672,33.18833,0.460138,13.8286,8.818228,4.5282316,12.762398,0.460138
1255,13.206929,0.6316901,14.134987,12.981758,1.4677453,19.365864,0.7405675,2.5612192,22.105017,17.706545,3.8935425,25.500498,1.5416554,6.016904,29.996595,0.8543203,2.306597,8.773715,33.102154,0.6566914,13.795132,9.351993,4.185581,12.85032,0.6566914
1256,18.7442,0.60361475,12.146747,18.703531,1.523554,20.51253,0.6816879,2.3667095,18.835236,25.695192,4.3589377,29.794369,1.5488386,5.9762344,29.218012,0.7634195,2.1193235,7.7694244,28.140858,0.62617403,11.871944,9.055346,3.5245109,18.175053,0.62617403
1257,16.927141,0.41943154,11.830192,16.836405,1.1642678,19.267658,0.31513482,1.8095307,18.313177,23.095966,3.2748628,27.555061,0.9210001,4.552789,27.78163,0.22720546,1.3223126,6.037307,27.348429,0.42957357,11.565441,8.181303,3.7538865,16.429895,0.42957357
1258,13.743099,0.65521985,14.076799,13.5399,1.5195392,19.6655,0.78923136,2.6273866,22.00955,18.489027,4.0767107,26.128298,1.620832,6.2296615,30.235899,0.9275511,2.3955674,8.988472,32.95734,0.68239313,13.738893,9.50015,4.0975037,13.366826,0.68239313
1259,14.09053,0.37084287,11.889154,13.9011135,1.015123,17.800766,0.23680978,1.6640319,18.410446,18.99503,2.7615538,24.501577,0.7071059,4.044206,26.482023,0.14167605,1.1054894,5.631951,27.49608,0.3786356,11.622538,7.736971,3.834374,13.7014,0.3786356
1260,13.23952,0.66603786,13.4277935,13.015708,1.526718,18.746384,0.81130445,2.6239104,20.943811,17.754162,4.0652385,24.92401,1.6424905,6.1732507,28.775345,0.96002537,2.4140625,8.855849,31.340559,0.6942494,13.111441,9.156216,3.8525107,12.8817215,0.6942494
1261,12.236808,0.6493368,13.106469,11.969772,1.474766,17.79867,0.7771417,2.5565546,20.415535,16.285841,3.8483799,23.377274,1.5738139,5.909681,27.57373,0.9095564,2.3377945,8.568521,30.539034,0.675956,12.800664,8.778181,3.802518,11.915198,0.675956
1262,13.206929,0.6316901,14.134987,12.981758,1.4677453,19.365864,0.7405675,2.5612192,22.105017,17.706545,3.8935425,25.500498,1.5416554,6.016904,29.996595,0.8543203,2.306597,8.773715,33.102154,0.6566914,13.795132,9.351993,4.185581,12.85032,0.6566914
1263,11.273575,0.59134215,13.097587,10.962444,1.3504714,17.131674,0.6558053,2.3867588,20.400927,14.8690815,3.4403803,22.115046,1.3758472,5.4088316,26.910864,0.72295403,2.1085594,8.010967,30.51687,0.61288345,12.792074,8.41161,3.9479148,10.985936,0.61288345
1264,15.196286,0.36769742,12.703555,15.048292,1.0309496,19.239088,0.23212902,1.6985328,19.75254,20.600037,2.8553433,26.577215,0.7151411,4.195077,28.586807,0.13708721,1.1233687,5.857231,29.533,0.37535003,12.41086,8.266699,4.108312,14.765654,0.37535003
1265,14.661097,0.37723795,13.625555,14.493521,1.0394908,19.821064,0.24647728,1.7760749,21.268734,19.824238,2.85045,26.84248,0.7385614,4.328887,29.981659,0.1513483,1.2017561,6.221423,31.833511,0.38531974,13.302669,8.6440525,4.4129853,14.250659,0.38531974
1266,11.68083,0.48123944,13.390834,11.388638,1.1675023,17.670025,0.4290909,2.0810175,20.883066,15.468826,2.9990563,22.893604,1.0289223,4.758346,27.693024,0.37678325,1.6600108,7.1012416,31.248396,0.49489915,13.075698,8.307035,4.231895,11.378928,0.49489915
1267,15.210493,0.36888212,13.428338,15.063008,1.0336022,19.960274,0.23388614,1.739681,20.944704,20.620605,2.8626235,27.305569,0.7193899,4.286505,29.933706,0.13880254,1.1559639,6.085383,31.341913,0.3765873,13.111966,8.612882,4.351788,14.779323,0.3765873
1268,10.351295,0.45100805,12.07842,9.995822,1.0756012,15.607892,0.37159073,1.9183713,18.722584,13.507055,2.684778,20.063936,0.894296,4.27441,24.533035,0.29806697,1.4735422,6.3949757,27.969875,0.4628707,11.805794,7.420144,3.836035,10.095389,0.4628707
1269,17.449083,0.5918958,11.478928,17.373783,1.4827592,19.146408,0.6569736,2.2911856,17.73341,23.844759,4.1754904,27.699585,1.4952564,5.706002,27.326778,0.72478485,2.0430613,7.4038167,26.468285,0.6134824,11.225228,8.523851,3.3342032,16.931385,0.6134824
1270,12.145654,0.47326398,13.68855,11.874551,1.1649365,18.251396,0.41362983,2.0730293,21.372202,16.15203,3.0223482,23.750385,1.0132241,4.7838593,28.520624,0.35504645,1.6367733,7.1249127,31.99048,0.48643503,13.363577,8.500141,4.3400717,11.827294,0.48643503
1271,13.621398,0.43212566,14.3186455,13.413285,1.1235626,19.805857,0.3373466,1.9809055,22.406261,18.311588,3.0055182,26.186985,0.9059959,4.704563,30.584333,0.25424337,1.4777349,6.9400086,33.559105,0.44294056,13.972625,8.928957,4.595052,13.249608,0.44294056
1272,10.380733,0.53181237,12.547909,10.026703,1.2213161,16.027807,0.53097254,2.1824977,19.496246,13.550609,3.042754,20.478584,1.1621944,4.850782,25.348328,0.5280107,1.8418331,7.2692595,29.144068,0.5488223,12.260241,7.8337536,3.8811934,10.123827,0.5488223
1273,14.09053,0.37084287,11.889154,13.9011135,1.015123,17.800766,0.23680978,1.6640319,18.410446,18.99503,2.7615538,24.501577,0.7071059,4.044206,26.482023,0.14167605,1.1054894,5.631951,27.49608,0.3786356,11.622538,7.736971,3.834374,13.7014,0.3786356
1274,9.582355,0.5676896,11.844628,9.188567,1.2591116,14.858903,0.6059205,2.2443771,18.336996,12.367656,3.0750446,18.843342,1.255048,4.896424,23.58791,0.644657,1.9606224,7.330501,27.384586,0.58735114,11.579422,7.4764814,3.5882766,9.352264,0.58735114
1275,12.130285,0.4353361,13.267817,11.858496,1.0947034,17.870611,0.34307,1.9371692,20.680851,16.129467,2.847475,23.377674,0.8853709,4.4831057,27.784174,0.26139235,1.4526442,6.645502,30.941591,0.44632524,12.956725,8.21714,4.2451797,11.812473,0.44632524
1276,13.115684,0.44842216,14.169615,12.886689,1.1426088,19.335861,0.3668202,2.0230494,22.161827,17.573189,3.0247362,25.413303,0.95092845,4.7572594,29.997551,0.29181463,1.5452561,7.046672,33.18833,0.460138,13.8286,8.818228,4.5282316,12.762398,0.460138
1277,10.351295,0.45100805,12.07842,9.995822,1.0756012,15.607892,0.37159073,1.9183713,18.722584,13.507055,2.684778,20.063936,0.894296,4.27441,24.533035,0.29806697,1.4735422,6.3949757,27.969875,0.4628707,11.805794,7.420144,3.836035,10.095389,0.4628707
1278,15.779509,0.3660844,13.3844385,15.651851,1.0387106,20.248192,0.22974776,1.728562,20.872555,21.44328,2.9021702,27.92275,0.71894884,4.2994614,30.163712,0.13477662,1.1414331,6.0463805,31.232449,0.37366575,13.069513,8.665579,4.337364,15.326649,0.37366575
1279,17.511244,0.49523023,11.454772,17.437723,1.3149318,19.150137,0.45666182,2.0107641,17.693521,23.933815,3.7032647,27.735285,1.1885862,5.0485797,27.306204,0.4164571,1.6384968,6.556249,26.407724,0.5097729,11.201827,8.245154,3.5180004,16.991096,0.5097729
1280,17.48266,0.5432859,11.355437,17.408321,1.3995533,19.026728,0.554782,2.143386,17.529467,23.892868,3.937399,27.591087,1.3447479,5.3563647,27.096546,0.5647784,1.8375483,6.931016,26.158648,0.5611182,11.105595,8.320193,3.397482,16.963638,0.5611182
1281,13.621398,0.43212566,14.3186455,13.413285,1.1235626,19.805857,0.3373466,1.9809055,22.406261,18.311588,3.0055182,26.186985,0.9059959,4.704563,30.584333,0.25424337,1.4777349,6.9400086,33.559105,0.44294056,13.972625,8.928957,4.595052,13.249608,0.44294056
1282,18.163961,0.48104054,11.82212,18.108421,1.3001384,19.872381,0.4287029,1.9917823,18.299858,24.867481,3.692535,28.826565,1.1511626,5.0452213,28.320482,0.37623295,1.5938025,6.5663257,27.328215,0.4946879,11.557625,8.470497,3.6625144,17.617981,0.4946879
1283,17.36551,0.67129254,12.515269,17.287796,1.6148735,20.222355,0.8219456,2.5865836,19.442488,23.724981,4.5716662,28.774538,1.7237978,6.4280753,29.316803,0.97549385,2.3998842,8.55335,29.062483,0.70001763,12.228654,9.321599,3.47213,16.851097,0.70001763
1284,17.511244,0.49523023,11.454772,17.437723,1.3149318,19.150137,0.45666182,2.0107641,17.693521,23.933815,3.7032647,27.735285,1.1885862,5.0485797,27.306204,0.4164571,1.6384968,6.556249,26.407724,0.5097729,11.201827,8.245154,3.5180004,16.991096,0.5097729
1285,14.131215,0.39620605,13.948701,13.943387,1.065878,19.796017,0.27631846,1.8517555,21.799332,19.05423,2.8889713,26.496014,0.79356164,4.457327,30.247938,0.18281671,1.3008747,6.4939437,32.638447,0.40518096,13.615074,8.756276,4.5062513,13.740572,0.40518096
1286,12.130285,0.4353361,13.267817,11.858496,1.0947034,17.870611,0.34307,1.9371692,20.680851,16.129467,2.847475,23.377674,0.8853709,4.4831057,27.784174,0.26139235,1.4526442,6.645502,30.941591,0.44632524,12.956725,8.21714,4.2451797,11.812473,0.44632524
1287,9.990769,0.5869726,12.095407,9.617467,1.305544,15.365322,0.6465833,2.3154287,18.750591,12.973247,3.2258334,19.594202,1.3282005,5.1031466,24.30568,0.70849466,2.0500994,7.5984125,28.012386,0.6081585,11.822241,7.719275,3.6314492,9.747044,0.6081585
1288,18.7442,0.60361475,12.146747,18.703531,1.523554,20.51253,0.6816879,2.3667095,18.835236,25.695192,4.3589377,29.794369,1.5488386,5.9762344,29.218012,0.7634195,2.1193235,7.7694244,28.140858,0.62617403,11.871944,9.055346,3.5245109,18.175053,0.62617403
1289,10.380733,0.53181237,12.547909,10.026703,1.2213161,16.027807,0.53097254,2.1824977,19.496246,13.550609,3.042754,20.478584,1.1621944,4.850782,25.348328,0.5280107,1.8418331,7.2692595,29.144068,0.5488223,12.260241,7.8337536,3.8811934,10.123827,0.5488223
1290,15.764738,0.37021688,12.661652,15.63658,1.0467577,19.516478,0.23587435,1.7042606,19.68355,21.421953,2.921635,27.17838,0.7328099,4.244823,28.806282,0.140754,1.1333021,5.8673425,29.428308,0.37798157,12.370313,8.328832,4.0899167,15.312446,0.37798157
1291,9.551914,0.48400003,11.699051,9.156588,1.1106884,14.715317,0.43448704,1.9930248,18.096783,12.322485,2.7097223,18.688509,0.98109865,4.3480263,23.32193,0.38445958,1.6011343,6.548139,27.019941,0.49783128,11.438439,7.1881666,3.6719003,9.322833,0.49783128
1292,12.708429,0.48984146,13.182034,12.462078,1.2087355,18.17798,0.4459781,2.0952046,20.539803,16.9773,3.1677423,24.041534,1.0813698,4.8838224,28.008749,0.40095252,1.6890329,7.1102705,30.727587,0.5040402,12.873755,8.387908,4.1265554,12.369901,0.5040402
1293,11.718859,0.5724892,13.546544,11.428412,1.3297714,17.831442,0.6160304,2.3567474,21.138937,15.524774,3.4171247,23.071465,1.3274281,5.385742,27.98537,0.6605261,2.0496016,7.994302,31.636595,0.5925236,13.226271,8.63423,4.133476,11.415618,0.5925236
1294,16.96241,0.3728769,13.040766,16.872744,1.0735366,20.558964,0.23986273,1.7325405,20.307465,23.146624,3.0433228,28.901255,0.76024663,4.3822927,30.129639,0.14470221,1.1599759,6.0067687,30.375057,0.38076088,12.737108,8.673486,4.211453,16.463789,0.38076088
1295,14.861981,0.6828012,13.9213505,14.70186,1.5890474,20.225033,0.8450496,2.7008066,21.754438,20.115664,4.3526607,27.360395,1.7183316,6.514676,30.633247,1.0086304,2.4953682,9.212833,32.570347,0.7126724,13.588636,9.712707,3.9489665,14.443987,0.7126724
1296,16.822056,0.59479076,11.2031765,16.728111,1.4769305,18.537018,0.6630822,2.2816544,17.27793,22.944998,4.1269507,26.73924,1.4944619,5.6394906,26.504234,0.73435104,2.042223,7.319717,25.776728,0.6166151,10.958072,8.318226,3.237581,16.32891,0.6166151
1297,13.061432,0.3706631,11.71091,12.830152,0.99253297,17.026304,0.2365409,1.6533927,18.116356,17.49387,2.6522317,23.130894,0.68784326,3.9462113,25.58669,0.14141072,1.0973487,5.5734167,27.049652,0.37844777,11.449924,7.507992,3.7784364,12.71012,0.37844777
1298,16.978424,0.36463106,13.783803,16.889244,1.057148,21.326511,0.2276136,1.7437762,21.528627,23.16962,3.0024292,29.688227,0.73205376,4.4083896,31.54164,0.13271956,1.1490941,6.149313,32.227783,0.37214863,13.455668,9.014992,4.469155,16.47918,0.37214863
1299,11.770165,0.65314543,12.673548,11.48207,1.4694763,17.10107,0.7849748,2.5426009,19.703135,15.600243,3.8003943,22.409824,1.5748413,5.8275986,26.515814,0.9212317,2.335965,8.43903,29.458027,0.68012244,12.381823,8.5137615,3.6511877,11.465115,0.68012244
1300,12.696248,0.615963,13.964974,12.449372,1.4290328,18.871061,0.70766217,2.5061083,21.82604,16.95946,3.7516232,24.6987,1.4840376,5.8346157,29.366394,0.80376357,2.2389748,8.558182,32.678963,0.6395766,13.630806,9.132788,4.171777,12.358159,0.6395766
1301,13.621398,0.43212566,14.3186455,13.413285,1.1235626,19.805857,0.3373466,1.9809055,22.406261,18.311588,3.0055182,26.186985,0.9059959,4.704563,30.584333,0.25424337,1.4777349,6.9400086,33.559105,0.44294056,13.972625,8.928957,4.595052,13.249608,0.44294056
1302,12.104343,0.38571483,12.131361,11.831388,0.9996534,16.83032,0.25960007,1.7237941,18.80987,16.091368,2.6153853,22.35953,0.7187812,4.020832,25.776815,0.1648911,1.1829028,5.8405967,28.102356,0.39418924,11.857049,7.5890145,3.9119833,11.787455,0.39418924
1303,14.103721,0.36936948,12.560206,13.914819,1.0124589,18.464022,0.23461102,1.696187,19.5165,19.014225,2.7556858,25.170578,0.70239276,4.114854,27.725323,0.13951276,1.125495,5.82855,29.174803,0.37709635,12.272143,8.050119,4.0626054,13.7141,0.37709635
1304,12.145654,0.47326398,13.68855,11.874551,1.1649365,18.251396,0.41362983,2.0730293,21.372202,16.15203,3.0223482,23.750385,1.0132241,4.7838593,28.520624,0.35504645,1.6367733,7.1249127,31.99048,0.48643503,13.363577,8.500141,4.3400717,11.827294,0.48643503
1305,14.09053,0.37084287,11.889154,13.9011135,1.015123,17.800766,0.23680978,1.6640319,18.410446,18.99503,2.7615538,24.501577,0.7071059,4.044206,26.482023,0.14167605,1.1054894,5.631951,27.49608,0.3786356,11.622538,7.736971,3.834374,13.7014,0.3786356
1306,12.236808,0.6493368,13.106469,11.969772,1.474766,17.79867,0.7771417,2.5565546,20.415535,16.285841,3.8483799,23.377274,1.5738139,5.909681,27.57373,0.9095564,2.3377945,8.568521,30.539034,0.675956,12.800664,8.778181,3.802518,11.915198,0.675956
1307,11.273575,0.59134215,13.097587,10.962444,1.3504714,17.131674,0.6558053,2.3867588,20.400927,14.8690815,3.4403803,22.115046,1.3758472,5.4088316,26.910864,0.72295403,2.1085594,8.010967,30.51687,0.61288345,12.792074,8.41161,3.9479148,10.985936,0.61288345
1308,12.130285,0.4353361,13.267817,11.858496,1.0947034,17.870611,0.34307,1.9371692,20.680851,16.129467,2.847475,23.377674,0.8853709,4.4831057,27.784174,0.26139235,1.4526442,6.645502,30.941591,0.44632524,12.956725,8.21714,4.2451797,11.812473,0.44632524
1309,14.661097,0.37723795,13.625555,14.493521,1.0394908,19.821064,0.24647728,1.7760749,21.268734,19.824238,2.85045,26.84248,0.7385614,4.328887,29.981659,0.1513483,1.2017561,6.221423,31.833511,0.38531974,13.302669,8.6440525,4.4129853,14.250659,0.38531974
1310,12.236808,0.6493368,13.106469,11.969772,1.474766,17.79867,0.7771417,2.5565546,20.415535,16.285841,3.8483799,23.377274,1.5738139,5.909681,27.57373,0.9095564,2.3377945,8.568521,30.539034,0.675956,12.800664,8.778181,3.802518,11.915198,0.675956
1311,14.146667,0.42505583,14.580766,13.95944,1.1215525,20.387829,0.32489264,1.9719887,22.835968,19.076708,3.028936,27.079409,0.8921472,4.7257633,31.377563,0.23894261,1.4552039,6.9517527,34.210888,0.43549296,14.225903,9.115679,4.6886954,13.755449,0.43549296
1312,9.990769,0.5869726,12.095407,9.617467,1.305544,15.365322,0.6465833,2.3154287,18.750591,12.973247,3.2258334,19.594202,1.3282005,5.1031466,24.30568,0.70849466,2.0500994,7.5984125,28.012386,0.6081585,11.822241,7.719275,3.6314492,9.747044,0.6081585
1313,13.23952,0.66603786,13.4277935,13.015708,1.526718,18.746384,0.81130445,2.6239104,20.943811,17.754162,4.0652385,24.92401,1.6424905,6.1732507,28.775345,0.96002537,2.4140625,8.855849,31.340559,0.6942494,13.111441,9.156216,3.8525107,12.8817215,0.6942494
1314,9.582355,0.5676896,11.844628,9.188567,1.2591116,14.858903,0.6059205,2.2443771,18.336996,12.367656,3.0750446,18.843342,1.255048,4.896424,23.58791,0.644657,1.9606224,7.330501,27.384586,0.58735114,11.579422,7.4764814,3.5882766,9.352264,0.58735114
1315,16.784172,0.63805157,11.586907,16.689062,1.5494456,18.934103,0.7538011,2.4316297,17.911682,22.890556,4.340142,27.133698,1.6216651,5.999794,27.240921,0.87443537,2.23218,7.864142,26.738937,0.6636286,11.329822,8.65336,3.2577238,16.292501,0.6636286
1316,15.225071,0.38048172,14.1726885,15.078108,1.0570229,20.685932,0.25145757,1.8132267,22.16687,20.64171,2.9217498,28.03164,0.75910646,4.4501395,31.298523,0.15643252,1.2363815,6.411491,33.195976,0.3887125,13.831571,8.988719,4.5921035,14.793348,0.3887125
